User_ID,User_ID2,Age_Ordinal,Gender_Ordinal,Occupation,City_Category_Ordinal,Marital_Status,Purchase
1001448,1001448,2,6,3,1,0,5136424
1001449,1001449,3,13,20,1,1,5103795
1001450,1001450,1,13,4,2,1,374646
1001451,1001451,3,13,20,2,0,3834928
1001452,1001452,6,6,13,3,1,98520
1001454,1001454,1,13,4,3,0,103186
1001455,1001455,4,6,0,2,1,344772
1001456,1001456,2,13,2,3,0,167350
1001457,1001457,2,13,1,2,1,1560851
1001458,1001458,0,13,0,2,0,489274
1001459,1001459,2,6,0,3,0,116300
1001460,1001460,1,6,4,3,1,162269
1001461,1001461,4,6,0,2,1,242641
1001462,1001462,3,13,16,2,1,156823
1001463,1001463,5,13,16,3,1,588451
1001464,1001464,3,13,12,3,1,569640
1001465,1001465,5,13,16,2,1,3367140
1001466,1001466,1,13,4,3,1,1521268
1001467,1001467,2,13,5,3,0,499468
1001468,1001468,0,13,14,2,0,899664
1001469,1001469,6,13,20,3,0,188901
1001470,1001470,1,13,4,1,1,2898885
1001471,1001471,2,13,17,2,0,82550
1001472,1001472,2,13,7,3,0,1591171
1001473,1001473,2,13,14,2,0,1399618
1001474,1001474,2,13,4,1,1,709276
1001475,1001475,2,6,2,2,0,395208
1001476,1001476,1,6,0,2,0,407413
1001477,1001477,4,6,1,3,0,151437
1001478,1001478,0,13,10,3,0,126167
1001479,1001479,5,6,2,2,0,150667
1001480,1001480,2,13,20,3,0,212784
1001481,1001481,3,13,17,3,0,540923
1001482,1001482,2,13,7,3,0,277386
1001483,1001483,1,13,4,2,0,1453483
1001484,1001484,2,13,12,3,0,1602846
1001485,1001485,2,6,9,3,1,151301
1001486,1001486,2,13,16,3,1,334509
1001487,1001487,3,13,7,3,1,124611
1001488,1001488,2,13,7,2,0,149715
1001489,1001489,3,6,2,1,1,1601132
1001490,1001490,5,13,7,2,1,1431250
1001491,1001491,1,13,4,2,0,1091925
1001492,1001492,2,13,12,1,1,584390
1001494,1001494,2,13,17,3,1,535886
1001495,1001495,1,13,0,3,0,687176
1001496,1001496,2,13,17,1,0,2393064
1001497,1001497,5,13,5,3,1,1446916
1001498,1001498,1,13,4,1,0,642408
1001499,1001499,0,13,10,3,0,900416
1001500,1001500,2,13,17,1,0,469933
1001501,1001501,2,13,11,1,0,2714621
1001502,1001502,1,13,4,3,0,1471713
1001503,1001503,2,13,12,1,0,1494037
1001504,1001504,1,13,19,1,0,245489
1001505,1001505,5,13,11,3,1,1378282
1001506,1001506,2,13,7,3,1,570693
1001507,1001507,3,13,17,3,0,545411
1001508,1001508,0,6,10,3,0,140703
1001509,1001509,0,13,0,2,0,1435408
1001510,1001510,2,6,1,1,0,165079
1001511,1001511,3,13,12,3,1,433381
1001512,1001512,2,13,20,3,0,168155
1001513,1001513,3,6,16,3,1,882711
1001514,1001514,1,13,4,2,1,687373
1001515,1001515,2,13,16,3,1,134229
1001516,1001516,2,6,12,2,0,1513945
1001517,1001517,1,13,0,2,1,394847
1001518,1001518,2,13,2,3,0,163390
1001519,1001519,1,13,4,3,0,465002
1001520,1001520,2,13,17,2,0,170201
1001521,1001521,2,6,7,3,1,330337
1001522,1001522,3,13,20,1,1,521213
1001523,1001523,2,13,17,3,0,632333
1001524,1001524,1,13,4,2,0,1312283
1001525,1001525,2,6,16,2,1,520945
1001526,1001526,6,13,17,3,1,151627
1001527,1001527,1,13,10,3,1,652197
1001528,1001528,2,13,15,3,0,306559
1001529,1001529,1,13,4,3,1,152942
1001530,1001530,2,13,4,1,1,2182059
1001531,1001531,4,13,17,3,1,144107
1001532,1001532,1,13,14,3,0,588047
1001533,1001533,4,13,1,3,1,461704
1001534,1001534,5,13,12,3,1,75153
1001535,1001535,1,6,20,3,0,106785
1001536,1001536,3,6,3,3,0,199041
1001537,1001537,1,13,20,2,0,182294
1001538,1001538,2,13,3,3,0,517440
1001539,1001539,2,13,3,3,0,213555
1001540,1001540,4,13,0,1,1,739476
1001541,1001541,6,13,17,3,1,222410
1001542,1001542,1,13,17,3,0,1897228
1001543,1001543,2,13,11,3,0,1035339
1001544,1001544,2,13,12,2,0,897508
1001545,1001545,2,13,20,1,0,982106
1001546,1001546,2,13,4,1,1,1976396
1001547,1001547,6,13,13,1,1,730131
1001548,1001548,3,13,1,1,0,180904
1001549,1001549,3,13,6,3,0,77878
1001550,1001550,1,13,4,3,0,142568
1001551,1001551,2,13,11,2,1,925503
1001552,1001552,4,13,20,2,1,1345731
1001553,1001553,2,6,15,3,0,183135
1001554,1001554,3,6,12,3,1,167463
1001555,1001555,1,6,0,2,1,484609
1001556,1001556,1,13,4,1,1,1585357
1001557,1001557,1,6,4,3,0,337478
1001558,1001558,1,13,6,1,1,228166
1001559,1001559,3,13,8,1,0,265011
1001560,1001560,2,6,3,2,0,841705
1001561,1001561,1,6,4,3,0,803020
1001562,1001562,1,13,20,3,1,81552
1001563,1001563,0,6,10,2,0,405722
1001564,1001564,5,13,1,3,1,690975
1001565,1001565,4,13,17,2,1,154300
1001566,1001566,3,13,16,3,0,105654
1001567,1001567,2,13,12,2,0,762527
1001568,1001568,0,6,10,3,0,128842
1001569,1001569,6,6,13,3,1,430659
1001570,1001570,1,13,17,2,1,426539
1001571,1001571,2,13,20,2,1,991481
1001572,1001572,2,6,3,3,1,242609
1001573,1001573,0,13,0,3,0,112724
1001574,1001574,2,13,6,3,1,215108
1001575,1001575,5,6,7,3,1,392784
1001576,1001576,4,6,9,2,1,227337
1001577,1001577,6,13,0,3,1,834277
1001578,1001578,1,13,4,2,1,257823
1001579,1001579,2,13,0,1,0,3977702
1001580,1001580,1,6,4,3,0,105564
1001581,1001581,1,6,4,2,1,171549
1001582,1001582,1,13,0,3,0,120148
1001583,1001583,3,13,6,2,0,214147
1001584,1001584,2,13,19,2,0,2483182
1001585,1001585,6,13,20,3,1,620127
1001586,1001586,4,13,7,2,1,2759566
1001587,1001587,2,6,3,2,0,2308915
1001588,1001588,2,13,11,2,0,230225
1001589,1001589,2,13,0,2,0,562920
1001590,1001590,3,13,1,3,0,204520
1001591,1001591,5,13,7,3,1,1829079
1001592,1001592,3,13,7,2,1,1692762
1001593,1001593,2,13,16,3,1,779007
1001594,1001594,3,6,20,2,0,728816
1001595,1001595,3,13,1,3,0,732740
1001596,1001596,1,6,5,2,0,97850
1001597,1001597,2,13,12,2,1,1253614
1001598,1001598,3,13,13,3,0,1062978
1001599,1001599,2,13,0,1,0,2459411
1001600,1001600,3,13,7,2,1,2066219
1001601,1001601,2,13,12,3,0,1339350
1001602,1001602,2,6,7,3,1,701979
1001603,1001603,2,6,0,3,1,370543
1001604,1001604,2,13,11,2,1,209087
1001605,1001605,1,6,0,2,0,4129632
1001606,1001606,3,6,3,1,0,1179309
1001607,1001607,4,13,1,1,1,1099699
1001608,1001608,2,13,11,2,1,358487
1001609,1001609,3,6,9,2,0,1535141
1001610,1001610,2,13,11,2,1,160004
1001611,1001611,2,13,0,2,0,3140413
1001612,1001612,2,13,17,3,0,96199
1001613,1001613,1,13,20,1,0,4055569
1001614,1001614,3,13,0,2,1,400512
1001615,1001615,4,6,7,2,1,94687
1001616,1001616,2,13,0,3,1,1322617
1001617,1001617,2,13,12,3,0,1149998
1001618,1001618,5,13,0,3,1,416902
1001619,1001619,5,13,3,3,1,172868
1001620,1001620,2,13,20,2,0,324747
1001621,1001621,2,13,4,3,0,74968
1001622,1001622,1,13,4,2,0,132438
1001623,1001623,5,13,15,3,0,533360
1001624,1001624,2,13,0,2,1,2045369
1001625,1001625,4,13,0,3,1,188697
1001626,1001626,1,13,4,2,1,1181985
1001627,1001627,1,13,17,1,1,226859
1001628,1001628,1,13,20,2,0,2466492
1001629,1001629,1,13,4,2,1,356431
1001630,1001630,4,13,17,3,0,458284
1001631,1001631,5,6,0,3,0,1063108
1001632,1001632,2,13,16,2,0,3090234
1001633,1001633,4,6,7,2,1,145780
1001634,1001634,6,6,0,3,0,424638
1001635,1001635,2,13,0,2,0,4414682
1001636,1001636,2,6,19,3,0,572234
1001637,1001637,6,13,0,2,1,568912
1001638,1001638,1,6,17,2,0,281744
1001639,1001639,2,13,17,2,0,2920367
1001640,1001640,3,13,17,3,0,720599
1001641,1001641,2,13,0,3,0,970651
1001642,1001642,5,13,13,3,0,442219
1001643,1001643,4,13,2,3,0,1632916
1001644,1001644,1,13,12,1,0,248400
1001645,1001645,1,6,9,2,1,2668615
1001646,1001646,2,13,20,2,1,255419
1001647,1001647,1,13,18,2,0,4155584
1001648,1001648,5,13,14,2,1,731324
1001649,1001649,1,13,19,3,1,343037
1001650,1001650,2,13,19,3,0,1122962
1001651,1001651,2,13,12,3,0,158743
1001652,1001652,2,13,16,3,0,120388
1001653,1001653,1,13,0,1,0,91949
1001654,1001654,4,6,0,1,1,333714
1001655,1001655,1,13,4,3,1,959982
1001656,1001656,2,13,17,2,0,178256
1001657,1001657,4,6,0,2,1,161446
1001658,1001658,3,6,6,2,0,1855479
1001659,1001659,1,6,9,3,1,216891
1001660,1001660,2,6,2,3,1,271667
1001661,1001661,3,13,7,2,1,187007
1001662,1001662,2,13,12,2,1,116024
1001663,1001663,1,13,4,3,1,268874
1001665,1001665,4,13,17,2,0,495241
1001666,1001666,2,13,14,2,0,2020441
1001667,1001667,5,13,16,2,0,3194090
1001668,1001668,3,13,2,3,1,209588
1001669,1001669,2,6,17,2,1,115745
1001670,1001670,6,6,13,3,1,277498
1001671,1001671,3,13,0,2,0,3173907
1001672,1001672,2,13,17,3,0,308387
1001673,1001673,0,13,10,3,0,556373
1001674,1001674,3,13,2,3,0,94838
1001675,1001675,2,6,6,2,1,3135460
1001676,1001676,1,13,4,2,0,4172021
1001677,1001677,1,13,14,3,0,169124
1001678,1001678,1,6,17,3,0,692790
1001679,1001679,2,13,12,2,1,518384
1001680,1001680,2,13,20,1,1,8699596
1001681,1001681,1,13,4,1,0,746472
1001682,1001682,2,13,2,1,1,187958
1001683,1001683,2,6,7,3,0,772009
1001684,1001684,1,13,3,2,0,380593
1001685,1001685,3,13,12,2,0,1912799
1001686,1001686,3,13,12,2,0,166121
1001687,1001687,2,13,3,1,0,1590553
1001688,1001688,1,6,4,3,0,788563
1001691,1001691,2,6,17,3,1,338675
1001692,1001692,3,13,20,1,1,1304690
1001693,1001693,2,13,12,3,1,1640029
1001694,1001694,2,13,12,2,1,2245230
1001695,1001695,2,13,1,3,1,1197602
1001696,1001696,3,13,7,3,0,1995241
1001697,1001697,1,6,4,2,0,1958553
1001699,1001699,2,6,19,1,0,1900743
1001700,1001700,2,13,20,2,0,221795
1001701,1001701,2,6,4,2,0,2669963
1001702,1001702,1,13,10,3,0,482889
1001703,1001703,1,13,15,3,0,206189
1001704,1001704,2,13,4,3,0,207440
1001705,1001705,1,6,4,3,0,295672
1001706,1001706,2,13,20,2,1,1089610
1001707,1001707,5,13,1,3,1,504591
1001708,1001708,2,13,0,3,0,165428
1001709,1001709,2,13,0,3,1,840789
1001710,1001710,1,13,0,1,0,423260
1001711,1001711,1,6,4,3,0,96740
1001712,1001712,2,13,0,2,0,2605944
1001713,1001713,2,13,0,3,0,128723
1001714,1001714,2,13,17,3,1,1392974
1001715,1001715,2,13,16,3,1,250431
1001716,1001716,2,13,0,2,0,876400
1001717,1001717,5,6,6,2,0,2328214
1001718,1001718,1,13,4,3,1,269859
1001719,1001719,1,13,16,3,1,127775
1001720,1001720,1,13,4,3,1,361394
1001721,1001721,1,13,19,3,0,262249
1001722,1001722,3,13,0,3,0,1108844
1001723,1001723,3,13,17,3,1,1040483
1001724,1001724,1,13,4,3,0,1096395
1001725,1001725,1,13,19,3,1,206317
1001726,1001726,2,13,2,2,1,1903879
1001727,1001727,3,13,16,2,1,3291804
1001728,1001728,1,13,4,3,0,248935
1001729,1001729,2,13,7,2,1,194559
1001730,1001730,1,6,4,3,0,67010
1001731,1001731,1,6,0,3,0,268260
1001732,1001732,1,13,4,3,1,266622
1001733,1001733,1,13,14,2,1,4110004
1001734,1001734,4,13,17,2,1,431685
1001735,1001735,1,13,20,2,1,335569
1001736,1001736,6,13,8,3,1,877617
1001737,1001737,3,13,20,2,0,3995259
1001738,1001738,3,13,16,3,0,311350
1001739,1001739,6,13,16,3,1,425215
1001740,1001740,6,13,1,3,0,340879
1001741,1001741,3,13,7,1,1,4358776
1001742,1001742,2,13,15,3,1,243535
1001743,1001743,3,13,17,3,0,430669
1001744,1001744,3,13,12,3,0,717631
1001745,1001745,4,13,0,1,1,456687
1001746,1001746,2,13,4,3,1,2445649
1001747,1001747,2,13,0,3,1,367979
1001748,1001748,5,13,1,1,1,3212202
1001749,1001749,2,13,2,2,1,2219131
1001750,1001750,5,13,5,2,0,323257
1001751,1001751,3,13,20,3,0,168211
1001752,1001752,2,13,3,2,0,2608735
1001753,1001753,3,13,6,2,0,2087524
1001754,1001754,1,13,19,3,0,152183
1001755,1001755,1,6,4,2,0,1766475
1001756,1001756,2,6,1,2,1,271298
1001757,1001757,2,13,4,2,0,2578278
1001758,1001758,2,6,0,2,0,2119798
1001759,1001759,2,13,16,3,1,1311357
1001760,1001760,2,6,3,3,1,286299
1001761,1001761,3,13,0,3,0,386518
1001762,1001762,2,13,14,2,1,520286
1001763,1001763,3,13,7,3,0,180152
1001764,1001764,1,13,0,2,0,4073429
1001765,1001765,1,13,4,3,0,614359
1001766,1001766,4,6,0,3,1,108997
1001767,1001767,2,13,20,3,0,1605158
1001768,1001768,4,13,16,3,1,575182
1001769,1001769,2,13,17,3,1,297780
1001770,1001770,3,13,16,3,0,427799
1001771,1001771,2,13,17,3,1,295885
1001772,1001772,6,13,2,3,0,159752
1001773,1001773,1,13,4,2,0,288619
1001774,1001774,2,13,17,3,0,219825
1001775,1001775,2,13,4,3,1,914038
1001776,1001776,2,13,0,2,1,1902709
1001777,1001777,2,13,20,3,0,341521
1001778,1001778,1,13,4,2,0,2820361
1001779,1001779,1,13,1,3,0,816058
1001780,1001780,3,13,1,2,0,2562637
1001781,1001781,3,6,0,3,0,474147
1001782,1001782,4,13,0,3,1,162326
1001784,1001784,1,13,20,2,0,224098
1001785,1001785,1,13,4,2,0,263792
1001786,1001786,4,13,1,3,1,287481
1001787,1001787,1,13,8,1,0,108323
1001788,1001788,4,13,2,1,1,186851
1001789,1001789,0,13,10,3,0,372278
1001790,1001790,2,13,0,3,0,2095204
1001791,1001791,1,13,4,3,1,802046
1001792,1001792,2,6,2,3,0,162126
1001793,1001793,2,13,4,2,0,1526334
1001794,1001794,2,13,11,2,0,1646237
1001795,1001795,1,13,17,3,0,195747
1001796,1001796,5,13,11,3,1,782257
1001797,1001797,3,13,7,3,0,1001295
1001798,1001798,4,13,11,3,1,305116
1001799,1001799,3,13,11,2,1,421226
1001801,1001801,2,6,6,3,0,134750
1001802,1001802,1,13,4,1,0,1174673
1001803,1001803,2,13,2,2,0,1548481
1001804,1001804,2,13,7,3,1,657323
1001805,1001805,1,13,4,3,0,1029810
1001806,1001806,1,13,4,2,0,1296918
1001807,1001807,1,13,17,3,0,1151822
1001808,1001808,1,6,4,3,1,168670
1001809,1001809,2,6,14,3,1,188816
1001810,1001810,5,13,13,1,1,196333
1001812,1001812,2,6,12,1,1,3669862
1001813,1001813,3,6,6,3,0,70037
1001815,1001815,0,13,1,3,0,174572
1001816,1001816,3,6,9,3,0,351148
1001817,1001817,3,13,1,1,0,685032
1001818,1001818,0,13,8,3,0,304090
1001819,1001819,3,6,12,3,1,647592
1001820,1001820,2,13,20,2,1,1762105
1001821,1001821,2,13,20,3,0,164727
1001822,1001822,2,6,0,3,1,413610
1001823,1001823,3,6,1,3,0,85201
1001824,1001824,1,6,4,3,0,832046
1001825,1001825,2,13,7,3,1,655808
1001826,1001826,4,13,11,3,1,279874
1001827,1001827,2,6,1,3,0,241870
1001828,1001828,1,13,4,2,0,612508
1001829,1001829,2,13,16,3,1,167137
1001830,1001830,1,13,4,3,0,264009
1001831,1001831,1,13,4,2,0,516197
1001832,1001832,1,6,4,3,0,197644
1001833,1001833,1,13,17,2,0,444100
1001834,1001834,3,13,5,3,0,342256
1001835,1001835,2,13,19,2,0,4421244
1001836,1001836,2,13,0,1,0,2143440
1001837,1001837,2,13,2,2,0,3941757
1001838,1001838,3,13,7,1,0,145601
1001839,1001839,1,13,4,3,0,612013
1001840,1001840,2,13,12,2,0,237371
1001841,1001841,1,13,0,3,0,805809
1001842,1001842,1,13,4,2,0,2782838
1001843,1001843,2,13,12,1,0,673260
1001844,1001844,1,6,4,1,1,99790
1001845,1001845,2,13,2,2,1,802485
1001846,1001846,4,13,12,2,0,343187
1001847,1001847,1,13,4,3,0,217022
1001848,1001848,3,13,5,1,1,109256
1001849,1001849,3,13,7,3,1,202272
1001850,1001850,1,13,5,3,1,511763
1001851,1001851,2,13,19,2,1,2179541
1001852,1001852,2,13,12,2,0,288781
1001853,1001853,5,13,0,2,1,623014
1001854,1001854,2,13,0,3,0,1007424
1001855,1001855,1,13,4,3,0,537171
1001856,1001856,6,13,7,3,1,1057538
1001857,1001857,0,13,10,3,0,243379
1001858,1001858,1,6,4,2,0,685990
1001859,1001859,2,6,4,3,1,233235
1001860,1001860,6,13,16,3,0,1681405
1001861,1001861,5,13,16,1,1,2246459
1001862,1001862,5,13,14,3,1,207193
1001863,1001863,1,13,4,2,0,620513
1001864,1001864,3,13,7,2,0,112387
1001865,1001865,1,6,1,2,0,1431064
1001866,1001866,2,13,7,1,1,860896
1001867,1001867,5,13,7,1,0,258715
1001868,1001868,5,13,11,3,1,280891
1001869,1001869,4,13,14,3,1,236760
1001870,1001870,6,13,13,3,0,979348
1001871,1001871,4,6,1,3,1,815460
1001872,1001872,5,13,20,3,0,180078
1001873,1001873,3,13,7,2,0,948404
1001874,1001874,4,13,7,2,1,444101
1001875,1001875,3,13,12,1,0,1594560
1001876,1001876,2,13,12,3,0,134580
1001877,1001877,4,6,20,2,1,657619
1001878,1001878,0,13,10,3,0,556971
1001879,1001879,2,13,4,3,1,1701293
1001880,1001880,3,13,0,2,1,4697136
1001881,1001881,3,13,2,1,1,245109
1001882,1001882,3,13,16,3,0,1332584
1001883,1001883,5,6,0,2,1,1745728
1001884,1001884,4,13,20,2,1,3944076
1001885,1001885,5,13,17,2,1,405027
1001886,1001886,2,13,12,3,0,105396
1001887,1001887,6,13,15,3,1,564091
1001888,1001888,3,13,12,3,1,172599
1001889,1001889,1,13,14,2,0,2954684
1001891,1001891,4,13,1,3,1,1647667
1001892,1001892,2,13,20,3,0,116648
1001893,1001893,3,6,0,2,0,207796
1001894,1001894,3,6,7,2,1,898361
1001895,1001895,3,13,14,3,0,597657
1001896,1001896,6,13,13,3,1,1219262
1001897,1001897,5,6,2,1,1,3003146
1001898,1001898,2,13,12,3,0,134466
1001899,1001899,4,6,6,1,1,3797112
1001900,1001900,6,13,12,1,1,197287
1001901,1001901,5,13,7,3,1,1120140
1001902,1001902,2,13,19,3,0,1681677
1001903,1001903,3,13,0,2,0,1325044
1001904,1001904,1,13,1,2,0,1791915
1001905,1001905,3,6,20,1,0,310256
1001906,1001906,2,6,5,3,1,107747
1001907,1001907,3,13,17,3,0,92888
1001908,1001908,6,13,13,3,1,800846
1001909,1001909,1,13,4,3,1,290249
1001910,1001910,0,13,10,3,0,240471
1001911,1001911,1,6,4,3,0,144692
1001912,1001912,2,13,4,1,1,3319877
1001914,1001914,3,6,14,2,0,101069
1001915,1001915,5,13,13,3,0,131238
1001916,1001916,4,13,7,2,0,2090542
1001917,1001917,1,13,10,2,0,842700
1001918,1001918,4,6,6,3,1,68941
1001919,1001919,0,13,0,3,0,176445
1001920,1001920,3,6,7,2,0,2950808
1001921,1001921,6,13,12,3,0,509886
1001922,1001922,2,6,7,2,0,2248247
1001923,1001923,3,13,7,3,0,289979
1001925,1001925,5,13,7,2,0,1633785
1001926,1001926,0,6,0,2,0,3653257
1001927,1001927,3,13,7,3,1,76523
1001928,1001928,0,13,10,2,0,1325017
1001929,1001929,0,6,10,1,0,112864
1001930,1001930,2,13,15,1,0,1237927
1001931,1001931,2,13,2,1,1,431634
1001932,1001932,2,13,7,1,0,480478
1001933,1001933,1,13,19,2,0,173571
1001934,1001934,2,13,17,2,0,235899
1001935,1001935,0,13,10,2,0,266981
1001936,1001936,3,13,0,3,0,157986
1001937,1001937,2,13,11,3,0,1252974
1001938,1001938,2,6,2,3,1,1012962
1001939,1001939,3,6,2,3,0,1309864
1001940,1001940,2,13,12,3,0,396491
1001941,1001941,3,13,17,1,0,6817493
1001942,1001942,3,13,5,2,1,200427
1001943,1001943,1,13,4,2,0,3384425
1001944,1001944,1,6,4,3,0,407314
1001945,1001945,2,13,20,3,1,347915
1001946,1001946,2,13,14,1,1,484415
1001947,1001947,2,13,7,2,1,762558
1001948,1001948,0,13,10,2,0,1115459
1001949,1001949,1,13,17,3,0,692944
1001950,1001950,2,13,12,3,0,830304
1001951,1001951,1,6,4,3,0,450698
1001952,1001952,3,13,1,2,1,932607
1001953,1001953,2,6,2,3,0,163967
1001954,1001954,2,13,16,3,0,835924
1001955,1001955,0,13,19,3,0,168176
1001956,1001956,3,13,0,3,1,401007
1001957,1001957,1,6,4,3,0,248964
1001958,1001958,2,6,1,2,0,3937012
1001959,1001959,5,6,13,3,0,360718
1001960,1001960,4,13,7,2,1,1090406
1001961,1001961,5,6,3,3,1,632384
1001962,1001962,1,6,1,2,1,1757095
1001963,1001963,5,6,9,3,1,404966
1001964,1001964,2,6,6,3,0,151521
1001965,1001965,6,13,17,3,0,275408
1001966,1001966,2,13,20,3,0,374223
1001967,1001967,5,13,7,2,1,110140
1001968,1001968,2,13,11,2,0,2097591
1001969,1001969,2,6,3,2,0,2876315
1001970,1001970,5,13,13,3,0,322470
1001971,1001971,2,6,14,3,0,158253
1001972,1001972,4,13,17,3,1,531630
1001973,1001973,2,13,1,1,0,201529
1001974,1001974,3,13,17,2,0,2652357
1001976,1001976,3,13,5,3,1,673695
1001977,1001977,6,13,6,3,1,364040
1001978,1001978,0,13,10,3,0,878647
1001979,1001979,6,13,17,2,0,195770
1001980,1001980,3,13,7,1,0,5549865
1001981,1001981,6,13,1,3,1,364130
1001982,1001982,0,13,10,3,0,876068
1001983,1001983,2,13,14,1,0,3666177
1001984,1001984,1,13,10,2,1,1709859
1001985,1001985,4,13,12,1,1,1057821
1001986,1001986,5,13,13,3,1,176078
1001987,1001987,2,13,17,3,0,235729
1001988,1001988,2,6,1,2,0,2881510
1001989,1001989,5,13,6,3,0,163218
1001990,1001990,2,13,7,3,1,220056
1001991,1001991,2,13,20,3,1,143143
1001992,1001992,1,13,4,3,0,295892
1001993,1001993,3,13,17,3,1,67394
1001994,1001994,3,13,2,3,0,164394
1001995,1001995,2,13,1,3,1,450857
1001996,1001996,3,13,0,3,0,1352589
1001997,1001997,2,13,0,1,1,214683
1001998,1001998,5,6,9,2,1,1819356
1001999,1001999,3,6,3,3,0,526332
1002000,1002000,1,13,4,3,0,516831
1002001,1002001,5,13,1,1,1,277062
1002002,1002002,6,6,13,3,1,726297
1002003,1002003,0,13,10,3,0,406113
1002004,1002004,4,13,19,3,1,592235
1002005,1002005,1,13,4,3,0,378080
1002006,1002006,3,13,0,1,1,170868
1002007,1002007,5,13,16,3,1,289367
1002008,1002008,2,13,3,3,0,845406
1002009,1002009,3,6,7,3,0,367410
1002010,1002010,1,13,4,2,0,2902942
1002011,1002011,3,6,3,2,1,1370857
1002012,1002012,2,13,4,2,1,2735812
1002013,1002013,4,13,0,3,1,464609
1002014,1002014,1,13,4,3,1,391830
1002015,1002015,1,13,4,2,0,4044989
1002016,1002016,6,6,2,3,1,2103196
1002017,1002017,2,13,17,3,0,844698
1002018,1002018,3,13,16,2,0,2335655
1002019,1002019,5,13,1,2,1,144759
1002020,1002020,2,13,7,2,1,2404911
1002021,1002021,2,13,0,3,0,936844
1002022,1002022,2,13,7,3,0,1133463
1002023,1002023,1,13,4,2,1,1606007
1002024,1002024,0,13,19,3,0,893299
1002025,1002025,6,13,13,3,0,880253
1002026,1002026,5,13,16,3,1,979146
1002027,1002027,2,6,9,3,0,602524
1002028,1002028,4,13,6,3,1,164548
1002029,1002029,2,6,12,1,0,949485
1002030,1002030,2,13,4,2,0,3280487
1002031,1002031,3,13,20,1,0,1082858
1002032,1002032,5,13,14,3,1,379320
1002033,1002033,4,6,20,2,0,157043
1002034,1002034,4,6,2,3,1,179086
1002035,1002035,1,6,0,3,0,829972
1002036,1002036,2,6,14,2,0,350279
1002037,1002037,6,13,14,3,0,88396
1002038,1002038,4,6,1,2,1,2098580
1002039,1002039,5,13,16,3,0,679559
1002040,1002040,2,6,7,3,0,213959
1002041,1002041,2,6,20,2,0,2499908
1002042,1002042,0,13,10,3,0,1278686
1002043,1002043,2,13,14,3,1,388041
1002044,1002044,4,6,0,3,1,109876
1002045,1002045,0,6,0,3,0,91553
1002046,1002046,3,13,1,3,0,438483
1002047,1002047,0,13,10,2,0,1409033
1002048,1002048,5,13,6,2,0,216381
1002049,1002049,5,6,0,1,1,207268
1002050,1002050,3,6,3,3,0,1282950
1002051,1002051,3,13,7,3,0,1564220
1002052,1002052,0,13,10,3,0,139371
1002053,1002053,4,13,11,3,1,149089
1002054,1002054,2,13,12,3,0,1816947
1002055,1002055,5,13,11,3,1,896369
1002056,1002056,2,13,4,2,0,1759067
1002057,1002057,3,13,1,3,0,347589
1002058,1002058,6,6,1,2,0,469758
1002059,1002059,3,13,0,2,0,1386091
1002060,1002060,0,13,1,3,0,1191098
1002061,1002061,6,13,1,2,0,104049
1002062,1002062,1,13,4,3,0,783199
1002063,1002063,2,13,4,1,0,5167421
1002064,1002064,3,13,1,3,0,1357221
1002065,1002065,2,13,6,3,0,174605
1002066,1002066,2,6,6,2,1,239650
1002067,1002067,5,13,16,2,0,1004924
1002068,1002068,3,6,12,3,0,891792
1002069,1002069,6,13,15,3,1,505663
1002070,1002070,3,6,6,1,0,667397
1002071,1002071,4,13,7,3,1,1255658
1002072,1002072,5,6,12,3,0,1152863
1002073,1002073,1,6,4,2,0,2884471
1002074,1002074,1,13,4,1,0,207992
1002075,1002075,2,6,4,1,0,237474
1002076,1002076,1,13,4,2,1,314483
1002078,1002078,1,13,4,3,0,482511
1002079,1002079,0,13,10,3,0,647764
1002080,1002080,2,13,11,3,0,208996
1002081,1002081,1,13,17,3,0,222727
1002083,1002083,1,13,4,3,0,204762
1002084,1002084,1,13,4,3,0,816526
1002085,1002085,1,13,0,3,0,1115999
1002086,1002086,3,13,14,3,0,187863
1002087,1002087,2,13,0,3,0,243425
1002088,1002088,5,13,7,1,1,3317817
1002089,1002089,3,13,17,3,0,472075
1002090,1002090,3,13,17,3,0,1463352
1002091,1002091,3,6,20,3,0,1000266
1002092,1002092,6,13,1,2,1,3710233
1002093,1002093,1,13,0,3,1,202668
1002094,1002094,3,13,2,2,0,538188
1002095,1002095,6,13,13,3,1,377444
1002096,1002096,2,6,17,3,1,768351
1002097,1002097,1,13,5,3,0,928338
1002098,1002098,3,13,20,1,1,1982859
1002099,1002099,1,6,0,2,0,247417
1002100,1002100,2,6,0,3,0,1593657
1002101,1002101,2,13,16,3,1,535434
1002102,1002102,2,13,11,2,0,1790462
1002103,1002103,3,13,12,3,0,530334
1002104,1002104,4,13,15,3,1,285400
1002105,1002105,2,13,1,1,1,2471053
1002106,1002106,1,6,20,1,1,2626683
1002107,1002107,2,13,1,1,1,152295
1002108,1002108,0,13,10,3,0,168957
1002109,1002109,2,13,16,2,0,3069936
1002110,1002110,5,13,11,3,0,1127326
1002111,1002111,6,13,13,3,1,54536
1002112,1002112,4,6,12,3,0,247657
1002113,1002113,2,13,6,3,0,187873
1002114,1002114,1,13,18,3,0,1075023
1002115,1002115,3,13,17,3,0,161666
1002116,1002116,1,13,4,2,1,4865736
1002117,1002117,6,13,13,2,0,233346
